P000932721,ART 299G 01,Special Topic: Art of Three Faiths,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000932721,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000932721,ASL 102 01,American Sign Language II,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000065667,AFHS 251 01,Race and Racism in the United States,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000065667,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000065667,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000065667,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000558953,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000558953,BIFX 545 01,Leadership Skills/Proj Mgmt in Life Science,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000558953,AFPS 240 01,African American Politics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000558953,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
P000552189,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000552189,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000552189,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000552189,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000552189,ART 250 01,Art of Asia,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000255103,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000255103,BIFX 545 01,Leadership Skills/Proj Mgmt in Life Science,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000255103,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000255103,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000255103,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000574335,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000574335,ARAB 102 01,Elementary Arabic II,20182,P000434632,Emily,Coleman,coleman@hood.edu,coleman,NULL
P000574335,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000574335,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000809239,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000809239,ARAB 102 01,Elementary Arabic II,20182,P000434632,Emily,Coleman,coleman@hood.edu,coleman,NULL
P000809239,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000809239,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000809239,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000193442,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000193442,AFAM 251 01,The African Diaspora,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000193442,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000193442,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000492625,ART 360 01,Nineteenth Century Art,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000492625,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000492625,ASL 101 01,American Sign Language I,20182,P000531028,Michele,Shelton,shelton@hood.edu,shelton,NULL
P000492625,BIFX 547 01,Web-based BIFX & Apps in Life Sciences,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000183400,ART 250 01,Art of Asia,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000183400,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000183400,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
P000183400,ART 360 01,Nineteenth Century Art,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000774703,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000774703,ANTH 201 01,Introduction to Anthropology,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000774703,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000774703,ASL 101 01,American Sign Language I,20182,P000531028,Michele,Shelton,shelton@hood.edu,shelton,NULL
P000969594,BIFX 545 01,Leadership Skills/Proj Mgmt in Life Science,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000969594,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000969594,ASL 102 01,American Sign Language II,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000969594,ARAB 102 01,Elementary Arabic II,20182,P000434632,Emily,Coleman,coleman@hood.edu,coleman,NULL
P000008533,ARAB 202 01,Intermediate Arabic II,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000008533,ART 360 01,Nineteenth Century Art,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000008533,ART 250 01,Art of Asia,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000008533,ART 299G 01,Special Topic: Art of Three Faiths,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000996869,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000996869,BIFX 547 01,Web-based BIFX & Apps in Life Sciences,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000996869,BIFX 547 01,Web-based BIFX & Apps in Life Sciences,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000996869,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000996869,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
P000321206,ASL 102 01,American Sign Language II,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000321206,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000321206,ARAB 102 01,Elementary Arabic II,20182,P000434632,Emily,Coleman,coleman@hood.edu,coleman,NULL
P000321206,ART 360 01,Nineteenth Century Art,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000778694,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000778694,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000778694,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000778694,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000778694,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000003659,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000003659,AFAM 251 01,The African Diaspora,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000003659,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000003659,ART 360 01,Nineteenth Century Art,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000003659,BIFX 547 01,Web-based BIFX & Apps in Life Sciences,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000634649,AFPS 240 01,African American Politics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000634649,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000634649,ARAB 202 01,Intermediate Arabic II,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000634649,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000333795,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000333795,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000333795,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000333795,ASL 101 01,American Sign Language I,20182,P000531028,Michele,Shelton,shelton@hood.edu,shelton,NULL
P000226688,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000226688,ARAB 202 01,Intermediate Arabic II,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000226688,ASL 101 01,American Sign Language I,20182,P000531028,Michele,Shelton,shelton@hood.edu,shelton,NULL
P000226688,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000226688,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000718691,ANTH 201 01,Introduction to Anthropology,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000718691,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000718691,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000718691,BIFX 545 01,Leadership Skills/Proj Mgmt in Life Science,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000258692,ASL 102 01,American Sign Language II,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000258692,ARAB 102 01,Elementary Arabic II,20182,P000434632,Emily,Coleman,coleman@hood.edu,coleman,NULL
P000258692,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000258692,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000592107,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000592107,AFPS 240 01,African American Politics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000592107,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000592107,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000636327,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000636327,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000636327,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000636327,AFAM 251 01,The African Diaspora,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000434604,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000434604,BIFX 545 01,Leadership Skills/Proj Mgmt in Life Science,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000434604,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000434604,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000434604,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000335733,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000335733,ASL 102 01,American Sign Language II,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000335733,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000335733,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000873748,AFAM 251 01,The African Diaspora,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000873748,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
P000873748,ART 221 01,History of Art II,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000873748,ARAB 105 01,Arabic Conversation,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000873748,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000632112,ASL 102 01,American Sign Language II,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000632112,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000632112,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000632112,ARAB 202 01,Intermediate Arabic II,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000092675,ART 250 01,Art of Asia,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000092675,AFAM 251 01,The African Diaspora,20182,P000662093,Melissa,Harmon,harmon@hood.edu,harmon,NULL
P000092675,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000092675,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000579288,ART 221 01,History of Art II,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000579288,BIFX 545 01,Leadership Skills/Proj Mgmt in Life Science,20182,P000313820,Heidi,Booker,booker@hood.edu,booker,NULL
P000579288,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000579288,ARAB 102 01,Elementary Arabic II,20182,P000434632,Emily,Coleman,coleman@hood.edu,coleman,NULL
P000285050,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000285050,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000285050,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000285050,ARAB 105 01,Arabic Conversation,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000285050,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000447807,ARAB 105 01,Arabic Conversation,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000447807,BIFX 547 01,Web-based BIFX & Apps in Life Sciences,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000447807,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000447807,ART 220 01,History of Art I,20182,P000687947,Lisa,Baldwin,baldwin@hood.edu,baldwin,NULL
P000000776,ARAB 105 01,Arabic Conversation,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000000776,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
P000000776,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000000776,ARAB 105 01,Arabic Conversation,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000396593,AFPS 240 01,African American Politics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000396593,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000396593,ART 331B 01,Mus Sites Cities: Castles/Crowns-Eng/Scot,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000396593,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000396593,ARAB 105 01,Arabic Conversation,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000582886,AFHS 251 01,Race and Racism in the United States,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000582886,AFPS 240 01,African American Politics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000582886,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
P000582886,ART 308 01,Myths Saints and Symbols,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000582886,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000752193,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000752193,ART 360 01,Nineteenth Century Art,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000752193,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000752193,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000752193,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000060791,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000060791,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000060791,BIFX 546 01,Knowledge Reasoning/Machine Learning,20182,P000066709,Anthony,Patterson,patterson@hood.edu,patterson,NULL
P000060791,ART 213 01,Art History and Humanities,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000169964,AFHS 251 01,Race and Racism in the United States,20182,P000917763,Cindy,Perez,perez@hood.edu,perez,NULL
P000169964,ARTS 564 01,Aesthetics and Criticism,20182,P000825275,Julie,Burgess,burgess@hood.edu,burgess,NULL
P000169964,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000169964,BIFX 501 01,Foundation in Life Sciences,20182,P000168651,Teresa,Jackson,jackson@hood.edu,jackson,NULL
P000335085,ANTH 201 01,Introduction to Anthropology,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000335085,ART 299G 01,Special Topic: Art of Three Faiths,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000335085,ARLS 354 01,Mesoamerican Art and Archaeology,20182,P000057539,Jimmy,Smith,smith@hood.edu,smith,NULL
P000335085,ANTH 201 01,Introduction to Anthropology,20182,P000252963,Jennifer,Gill,gill@hood.edu,gill,NULL
P000737248,BIFX 550 01,Nucleic Acid Seq Analy/Protein Modeling,20182,P000711803,April,Gross,gross@hood.edu,gross,NULL
P000737248,ART 299G 01,Special Topic: Art of Three Faiths,20182,P000812837,Charles,Graham,graham@hood.edu,graham,NULL
P000737248,ASL 101 01,American Sign Language I,20182,P000531028,Michele,Shelton,shelton@hood.edu,shelton,NULL
P000737248,BIFX 551 01,Programming for Bioinformatics,20182,P000153880,Jacqueline,Webb,webb@hood.edu,webb,NULL
P000707137,ART 221 01,History of Art II,20182,P000681255,Tina,Shaffer,shaffer@hood.edu,shaffer,NULL
P000707137,ART 306 01,Writing for Art and Archaeology,20182,P000263439,Kevin,Avery,avery@hood.edu,avery,NULL
