000173653,P000173653,Phillips,Diana,Jasmine,839 Smith Oval Suite 163,West Christina,ND,38750-4471,djp@hood.edu,05/18/1990,8415078173,No,djp,U,MJBAPHIL,JR,2014/SPRING,14,NULL,NULL,Jennifer Gill,gill@hood.edu
000427310,P000427310,Thomas,Mark,Steven,055 Matthew Islands Apt. 324,North Laurabury,TN,60751-2522,mst@hood.edu,09/26/1993,2591790824,Yes,mst,U,MJBAPSY,JR,2012/FALL,14,NULL,NULL,Melissa Harmon,harmon@hood.edu
000797988,P000797988,Espinoza,Christopher,Jamie,98610 Robinson Well Apt. 428,New Markland,UT,80898-0451,cje@hood.edu,12/31/2000,8004940963,Yes,cje,U,MJMSBIFX,JR,2014/FALL,12,NULL,NULL,Michael Cox,cox@hood.edu
000116094,P000116094,Carson,James,Michael,429 Mccann Alley,Warrenview,KS,54660-1699,jmc@hood.edu,06/24/1989,4064949083,Yes,jmc,U,MJBAENG,JR,2017/FALL,15,Yes Athlete,NULL,Michael Cox,cox@hood.edu
000334208,P000334208,Johnson,Lori,Kimberly,90118 Ebony Views Apt. 357,North Michelle,KS,21213-9685,lkj97@hood.edu,06/04/1985,2858591344,No,lkj97,U,MJBABIOL,JR,2015/SPRING,14,NULL,NULL,Michele Shelton,shelton@hood.edu
000670122,P000670122,Davis,Brittany,Michelle,4871 Phillips Mission Suite 341,Youngstad,OH,69039-3498,bmd@hood.edu,08/28/1987,7283336832,No,bmd,U,MJBAPSCI,JR,2012/FALL,13,NULL,NULL,Anthony Patterson,patterson@hood.edu
000379871,P000379871,Leon,Miranda,Meagan,937 Olson Road Suite 699,Port James,MD,05232-9128,mml@hood.edu,11/22/1997,9748117290,No,mml,U,MJMSBIFX,JR,2013/SPRING,16,NULL,NULL,Anthony Patterson,patterson@hood.edu
000292852,P000292852,Sandoval,Elizabeth,Jean,03800 Horne Mews,New Emilyton,OK,09947-9946,ejs@hood.edu,02/15/1990,2911024024,No,ejs,U,MJBAPHIL,JR,2018/FALL,12,NULL,NULL,Heidi Booker,booker@hood.edu
000188732,P000188732,Le,David,Matthew,895 Rachel Vista Apt. 982,East Juanfort,ND,42920-6762,dml@hood.edu,11/22/1989,4005088129,Yes,dml,G,MJBAENG,JR,2012/SPRING,13,NULL,Visa,April Gross,gross@hood.edu
000039921,P000039921,Ramos,Kimberly,Rachel,1988 Steven Walk Apt. 178,Shawtown,TX,73373-7164,krr@hood.edu,08/19/2000,5589114978,No,krr,G,MJBAMATH,JR,2014/FALL,14,NULL,Visa,Anthony Patterson,patterson@hood.edu
000649502,P000649502,Williams,Jason,Colton,8367 Michelle Place Suite 394,North Sandraton,VT,55786-4180,jcw@hood.edu,11/14/1976,3024238054,Yes,jcw,G,MJBAECON,JR,2012/FALL,12,NULL,Visa,Jacqueline Webb,webb@hood.edu
000666123,P000666123,Ortiz,Sandra,Lauren,92151 Fields Causeway Apt. 472,New Collinshire,ID,13375-7547,slo@hood.edu,09/31/1996,3111438444,No,slo,G,MJBAMATH,JR,2014/FALL,18,NULL,Visa,Emily Coleman,coleman@hood.edu
000217534,P000217534,Arnold,Courtney,Felicia,83692 Thompson Circle,New Joshuamouth,WA,55349-8228,cfa@hood.edu,12/12/1972,0379822708,No,cfa,G,MJMSBIFX,JR,2015/FALL,16,NULL,Visa,Emily Coleman,coleman@hood.edu
000356942,P000356942,Hernandez,Jenny,Angela,0768 Herrera Street Apt. 766,South Lisaland,MO,06727-5323,jah@hood.edu,03/24/1988,6717878136,No,jah,G,MJMSBIFX,JR,2016/SPRING,18,NULL,Visa,Kevin Avery,avery@hood.edu
000715148,P000715148,Martinez,Allison,Amanda,85410 Davis Keys Suite 664,Karenport,MI,75670-1972,aam@hood.edu,02/24/1980,6373804256,No,aam,G,MJBACHEM,JR,2012/FALL,13,Yes Athlete,Visa,April Gross,gross@hood.edu
000490560,P000490560,Merritt,Jeffrey,Keith,91934 Donald Street,Gloverport,CO,59656-9794,jkm@hood.edu,10/24/1994,0891923512,Yes,jkm,G,MJBSCS,JR,2016/FALL,16,NULL,Visa,Jimmy Smith,smith@hood.edu
000253730,P000253730,Dunn,Kelly,Cindy,2330 Stephanie Light Apt. 712,North Joshuashire,VA,64399-0981,kcd@hood.edu,09/23/1997,3048015192,No,kcd,G,MJBABIOL,JR,2014/FALL,12,NULL,Visa,Heidi Booker,booker@hood.edu
000659926,P000659926,Singleton,Eileen,Melissa,7706 Brewer Wall Apt. 110,Port Heather,KY,80503-3773,ems@hood.edu,07/07/1999,0662926224,No,ems,G,MJBAPSY,JR,2016/FALL,12,NULL,Visa,Tina Shaffer,shaffer@hood.edu
000397940,P000397940,Williams,Michael,Tim,58732 Garcia Creek,Cynthiafurt,CT,05107-5806,mtw@hood.edu,02/27/1991,2361677776,Yes,mtw,G,MJBAENG,JR,2012/SPRING,12,Yes Athlete,NULL,Michele Shelton,shelton@hood.edu
000363870,P000363870,James,Christy,Catherine,1224 Johnson Drive Suite 836,Meadowsshire,CT,27560-5895,ccj@hood.edu,03/11/2000,0923629971,No,ccj,G,MJMSIT,JR,2016/SPRING,12,NULL,NULL,Raymond Fletcher,fletcher@hood.edu
000788422,P000788422,Davis,Ashley,Melody,09474 Smith Divide Apt. 963,Christyfurt,ME,16713-6343,amd@hood.edu,01/21/1984,5544500000,No,amd,G,MJMSCS,JR,2016/SPRING,15,NULL,NULL,Emily Coleman,coleman@hood.edu
000008525,P000008525,Kim,Carrie,Diane,5000 Norris Meadows Suite 199,Scottfort,IN,79331-5022,cdk@hood.edu,02/10/1982,2328690571,No,cdk,G,MJBABIOL,JR,2012/FALL,13,NULL,NULL,Jennifer Gill,gill@hood.edu
000481916,P000481916,Peterson,Jennifer,Kendra,10961 Marshall Turnpike Suite 208,Medinamouth,MO,16318-0480,jkp@hood.edu,05/25/1994,7878141831,No,jkp,G,MJBAECON,JR,2014/FALL,17,NULL,NULL,Lisa Baldwin,baldwin@hood.edu
000771665,P000771665,Nash,Ashley,Brianna,9832 Lisa Parks,Pricestad,GA,81750-8438,abn@hood.edu,04/23/2000,6078272142,No,abn,G,MJBAECON,JR,2016/FALL,14,NULL,NULL,Tina Shaffer,shaffer@hood.edu
000044492,P000044492,Martin,Jeffery,Tom,62924 Joshua Forge,Diazberg,AR,34958-3351,jtm@hood.edu,08/01/1980,7246445800,Yes,jtm,G,MJBAECON,JR,2013/FALL,13,NULL,NULL,Cindy Perez,perez@hood.edu
000331886,P000331886,Foster,Jessica,Theresa,775 Lopez Isle,Youngside,WA,14605-1813,jtf@hood.edu,05/24/1980,6215175176,No,jtf,G,MJBAPSCI,JR,2013/SPRING,13,NULL,NULL,Jennifer Gill,gill@hood.edu
000700741,P000700741,Ortiz,Kenneth,Anthony,90678 Bailey Tunnel,Lake Lisa,PA,90613-6562,kao@hood.edu,04/26/1974,0712138431,Yes,kao,G,MJBAMATH,JR,2014/FALL,13,NULL,NULL,April Gross,gross@hood.edu
000290203,P000290203,Hughes,Anna,Crystal,33854 Kristin Station Apt. 468,Coryshire,OH,00658-9494,ach@hood.edu,12/01/1983,6264418998,No,ach,G,MJBABIOL,JR,2016/FALL,16,NULL,NULL,Heidi Booker,booker@hood.edu
000261721,P000261721,Williams,Alyssa,Tamara,8383 Daniel Row,Nguyenside,KS,71087-2949,atw@hood.edu,08/12/1970,5123653888,No,atw,G,MJMSBIFX,JR,2012/FALL,12,NULL,NULL,Melissa Harmon,harmon@hood.edu
000989479,P000989479,Griffith,Martha,Catherine,25765 Elizabeth Hill,North Michael,MS,75393-2115,mcg@hood.edu,10/17/1985,0240998407,No,mcg,G,MJBAPSCI,JR,2012/FALL,18,NULL,NULL,Charles Graham,graham@hood.edu
000345068,P000345068,Williams,Kurt,Aaron,55406 Karen Fork,New Jasonmouth,FL,06236-2457,kaw@hood.edu,07/01/1998,0107377019,Yes,kaw,G,MJBABIOL,JR,2016/SPRING,18,NULL,NULL,Tina Shaffer,shaffer@hood.edu
000030159,P000030159,Rodriguez,Bethany,Jaclyn,119 Riley Avenue,East Scottmouth,PA,82051-7308,bjr@hood.edu,11/02/1996,8825643398,No,bjr,G,MJBAPHIL,JR,2017/SPRING,15,NULL,NULL,Michele Shelton,shelton@hood.edu
000747198,P000747198,Dunn,Jesse,Eric,243 Wilson Road Apt. 733,Avilabury,CT,74563-7995,jed@hood.edu,06/19/1979,4778142980,Yes,jed,G,MJBAPSY,JR,2017/SPRING,18,NULL,NULL,Teresa Jackson,jackson@hood.edu
000745491,P000745491,Wang,Jennifer,Deanna,625 Long Alley Suite 523,Carrchester,OR,81926-5973,jdw@hood.edu,01/23/1988,8855858619,No,jdw,G,MJBAPSCI,SR,2014/FALL,14,Yes Athlete,NULL,Michael Cox,cox@hood.edu
000267525,P000267525,Williams,Steve,Dustin,700 Brandon Highway,Port Lauratown,LA,58413-0005,sdw@hood.edu,12/08/1979,5660180759,Yes,sdw,G,MJBSCS,SR,2012/FALL,14,NULL,NULL,Raymond Fletcher,fletcher@hood.edu
000568137,P000568137,Alexander,Lauren,Mary,24558 Anthony Keys Apt. 308,Martinezfort,NM,31450-8936,lma@hood.edu,11/29/1980,4912940983,No,lma,G,MJMSIT,SR,2013/FALL,14,NULL,NULL,Michael Cox,cox@hood.edu
000237843,P000237843,James,Susan,Stephanie,88187 Johnson Pass,Port Tammie,FL,06157-3003,ssj@hood.edu,05/09/1981,5830372920,No,ssj,G,MJBAPSY,SR,2012/SPRING,14,NULL,NULL,Charles Graham,graham@hood.edu
